user_id,avg_response_time,total_requests,total_bytes,error_count,success_rate
user_1829,409.1233333333334,3,14517,0.0,100.0
user_1830,926.57,5,587213,1.0,80.0
user_1831,223.56199999999998,5,232809,0.0,100.0
user_1832,173.9025,4,22510,1.0,75.0
user_1833,3525.78,1,673,1.0,0.0
user_1834,56.51,1,228488,0.0,100.0
user_1835,2694.395,2,25645,2.0,0.0
user_1836,270.59,2,289655,1.0,50.0
user_1837,308.382,5,79868,2.0,60.0
user_1838,580.9142857142857,7,165724,3.0,57.14
user_1839,468.02714285714285,7,19522,1.0,85.71
user_1840,71.63,1,194551,0.0,100.0
user_1841,989.742,5,105104,1.0,80.0
user_1842,420.2833333333333,3,424498,0.0,100.0
user_1843,873.9500000000002,3,6745,0.0,100.0
user_1844,169.48250000000002,4,16597,1.0,75.0
user_1845,264.7825,4,982619,0.0,100.0
user_1846,415.05499999999995,4,18809,1.0,75.0
user_1848,62.28,1,191848,0.0,100.0
user_1849,339.48999999999995,7,456092,2.0,71.43
user_1850,273.19666666666666,3,9765,1.0,66.67
user_1851,421.40250000000003,4,17945,2.0,50.0
user_1852,390.81,1,8063,0.0,100.0
user_1853,346.502,5,416561,1.0,80.0
user_1854,156.025,2,273806,0.0,100.0
user_1855,313.65,1,816,0.0,100.0
user_1856,333.195,6,409068,1.0,83.33
user_1857,554.9875,4,18486,1.0,75.0
user_1858,893.9075,4,37896,1.0,75.0
user_1859,217.685,2,173168,0.0,100.0
user_1860,521.5999999999999,4,24344,0.0,100.0
user_1861,668.9633333333333,3,11214,0.0,100.0
user_1862,2629.63,3,2740,1.0,66.67
user_1863,108.39750000000001,4,444698,0.0,100.0
user_1864,871.4,2,13383,0.0,100.0
user_1865,225.405,4,129431,0.0,100.0
user_1866,272.085,2,10034,0.0,100.0
user_1867,340.23333333333335,6,484675,1.0,83.33
user_1868,524.0319999999999,5,26927,0.0,100.0
user_1869,809.27,4,183570,0.0,100.0
user_1870,465.26,1,206,1.0,0.0
user_1871,214.81666666666663,3,84315,1.0,66.67
user_1872,271.58000000000004,5,643265,0.0,100.0
user_1873,228.2375,8,29608,2.0,75.0
user_1874,99.16,1,1277,0.0,100.0
user_1875,1288.1000000000001,6,24262,3.0,50.0
user_1876,369.054,5,12765,0.0,100.0
user_1877,239.15,3,15069,1.0,66.67
user_1878,380.9633333333333,3,9365,1.0,66.67
user_1879,196.5942857142857,7,938172,0.0,100.0
user_1880,1122.94,1,3930,0.0,100.0
user_1881,278.5733333333333,3,5380,2.0,33.33
user_1882,223.61666666666665,3,412479,0.0,100.0
user_1883,264.79,3,18779,0.0,100.0
user_1884,407.1771428571428,7,355846,2.0,71.43
user_1885,251.898,5,394295,4.0,20.0
user_1886,263.84,1,5641,0.0,100.0
user_1887,920.808,5,237540,2.0,60.0
user_1888,265.8066666666667,3,7895,3.0,0.0
user_1890,149.8325,4,570118,0.0,100.0
user_1891,174.8166666666667,3,227929,0.0,100.0
user_1892,258.804,5,249244,1.0,80.0
user_1893,1095.7775,4,10692,1.0,75.0
user_1894,232.415,2,4558,1.0,50.0
user_1895,205.745,2,13180,0.0,100.0
user_1896,264.5566666666667,3,7970,2.0,33.33
user_1897,290.85,4,13150,1.0,75.0
user_1898,61.39,1,7830,1.0,0.0
user_1899,334.795,4,204385,0.0,100.0
user_1900,55.78,1,393329,0.0,100.0
user_1901,395.694,5,190253,0.0,100.0
user_1902,202.102,5,5876,2.0,60.0
user_1903,108.12,2,6867,0.0,100.0
user_1904,169.94000000000003,3,16620,0.0,100.0
user_1905,263.5625,8,259184,0.0,100.0
user_1906,167.26,3,32312,0.0,100.0
user_1907,265.89666666666665,3,6083,1.0,66.67
user_1908,310.97,1,6961,0.0,100.0
user_1909,225.455,2,301549,1.0,50.0
user_1910,313.305,6,429683,4.0,33.33
user_1911,476.855,2,10174,0.0,100.0
user_1912,246.32333333333335,3,378178,0.0,100.0
user_1913,145.03,1,1973,0.0,100.0
user_1914,208.32,2,114337,1.0,50.0
user_1915,343.655,2,2924,1.0,50.0
user_1916,315.4,1,7379,0.0,100.0
user_1917,1116.165,2,11789,0.0,100.0
user_1918,267.34666666666664,3,16960,0.0,100.0
user_1920,160.21,2,204584,1.0,50.0
user_1921,840.12,1,1964,0.0,100.0
user_1922,501.78999999999996,2,85772,1.0,50.0
user_1923,143.28500000000003,2,211870,0.0,100.0
user_1924,210.61999999999998,2,62708,1.0,50.0
user_1925,161.6725,4,756853,2.0,50.0
user_1926,365.48,3,18731,0.0,100.0
user_1927,275.44,1,4010,0.0,100.0
user_1928,218.19666666666663,3,5110,0.0,100.0
user_1929,273.31,2,9416,1.0,50.0
user_1931,188.44,2,12619,0.0,100.0
user_1932,200.1933333333333,3,25117,0.0,100.0
user_1933,732.2333333333335,3,16546,0.0,100.0
user_1934,142.57666666666668,3,39408,1.0,66.67
user_1935,157.805,2,9777,0.0,100.0
user_1936,260.23333333333335,3,188172,1.0,66.67
user_1937,187.12400000000002,5,469624,2.0,60.0
user_1938,410.0725,4,370719,2.0,50.0
user_1939,486.515,2,8799,0.0,100.0
user_1940,1647.4166666666667,3,16778,1.0,66.67
user_1941,3456.975,2,465487,2.0,0.0
user_1942,173.89,2,2927,0.0,100.0
user_1943,196.08714285714288,7,892991,1.0,85.71
user_1944,195.64875,8,1022993,3.0,62.5
user_1945,361.28499999999997,2,8605,1.0,50.0
user_1946,252.91500000000002,2,13113,1.0,50.0
user_1947,713.745,2,9658,0.0,100.0
user_1948,336.2477777777778,9,55212,4.0,55.56
user_1949,286.29125,8,578877,3.0,62.5
user_1950,242.65,5,391014,1.0,80.0
user_1951,533.1875,4,10523,1.0,75.0
user_1952,137.815,2,8170,0.0,100.0
user_1953,265.40333333333336,3,24038,1.0,66.67
user_1954,193.3,2,11344,0.0,100.0
user_1955,359.36,2,11745,0.0,100.0
user_1956,141.84,3,650240,0.0,100.0
user_1957,6333.04,2,11416,0.0,100.0
user_1958,768.47,1,1369,0.0,100.0
user_1959,589.8433333333334,3,88591,0.0,100.0
user_1960,471.03,3,10859,0.0,100.0
user_1961,262.74,3,16601,0.0,100.0
user_1962,224.6875,4,14932,0.0,100.0
user_1963,171.88,4,300622,2.0,50.0
user_1965,260.435,4,9451,2.0,50.0
user_1966,128.18,2,96093,1.0,50.0
user_1967,1310.8560000000002,5,455988,1.0,80.0
user_1968,228.8575,4,16935,0.0,100.0
user_1969,130.334,5,29109,1.0,80.0
user_1970,79.925,2,400464,0.0,100.0
user_1972,189.208,5,527322,2.0,60.0
user_1973,352.7475,4,393798,0.0,100.0
user_1974,52.0,1,443541,0.0,100.0
user_1975,244.97333333333333,3,13008,0.0,100.0
user_1976,114.57499999999999,2,515157,0.0,100.0
user_1977,159.29666666666665,3,337507,1.0,66.67
user_1978,1435.8200000000002,4,330496,2.0,50.0
user_1979,345.135,2,6425,1.0,50.0
user_1980,352.79,2,1221,1.0,50.0
user_1981,170.91,3,497107,1.0,66.67
user_1982,2065.5750000000003,6,15078,2.0,66.67
user_1983,75.96000000000001,5,25268,1.0,80.0
user_1984,3035.705,2,240993,1.0,50.0
user_1985,326.66,1,4190,0.0,100.0
user_1986,243.07,4,8294,0.0,100.0
user_1987,430.19666666666666,3,8358,1.0,66.67
user_1988,245.83200000000002,5,26055,0.0,100.0
user_1989,627.855,2,6567,1.0,50.0
user_1990,208.315,2,4624,1.0,50.0
user_1991,264.27,3,225247,0.0,100.0
user_1992,263.51,3,11538,1.0,66.67
user_1993,518.0266666666666,3,13899,1.0,66.67
user_1994,293.23,1,1042,1.0,0.0
user_1995,1114.41,6,20706,1.0,83.33
user_1996,212.28333333333333,3,372880,2.0,33.33
user_1997,207.19999999999996,3,446159,0.0,100.0
user_1998,558.99,3,441844,1.0,66.67
user_1999,308.36,3,6408,0.0,100.0
user_2000,310.2233333333333,3,18858,1.0,66.67
